Game,Sport,Total,Over Odds,Under Odds,Over Bet,Under Bet,Over Profit,Under Profit,Over Sportsbook,Under Sportsbook,Date of Event
Amiens vs Bordeaux,soccer_france_ligue_two,2.5,133,125,$97.00,$100.00,$29.01,$28.00,['sugarhouse'],['betus'],2023-02-27T19:45:00Z
